id,name,full_name,owner,description,language,topics,stargazers_count,forks_count,watchers_count,open_issues_count,created_at,updated_at,pushed_at,license,readme,languages_detail,fork,industry_code,industry_name,confidence,reasoning,owner_login
402,repo_402,dev_peru_062/repo_402,{'login': 'dev_peru_062'},A Ruby project for industry I.,Ruby,"['ruby', 'peru']",10,3,10,18,2021-02-07T00:00:00Z,2029-05-24T00:00:00Z,2024-12-13T00:00:00Z,,"# Repo 402
A demo project.",{'Ruby': 25806},False,L,Real estate activities,low,Synthetic classification.,dev_peru_062
403,repo_403,dev_peru_062/repo_403,{'login': 'dev_peru_062'},A Ruby project for industry C.,Ruby,"['ruby', 'peru']",23,8,23,16,2017-10-27T00:00:00Z,2027-03-22T00:00:00Z,2033-11-28T00:00:00Z,{'name': 'MIT'},"# Repo 403
A demo project.",{'Ruby': 34840},False,M,"Professional, scientific activities",medium,Synthetic classification.,dev_peru_062
404,repo_404,dev_peru_062/repo_404,{'login': 'dev_peru_062'},A Swift project for industry P.,Swift,"['swift', 'peru']",1,0,1,15,2024-12-12T00:00:00Z,2029-10-10T00:00:00Z,2023-01-28T00:00:00Z,{'name': 'MIT'},"# Repo 404
A demo project.",{'Swift': 10107},False,O,Public administration and defense,high,Synthetic classification.,dev_peru_062
405,repo_405,dev_peru_062/repo_405,{'login': 'dev_peru_062'},A Java project for industry U.,Java,"['java', 'peru']",0,0,0,8,2017-05-16T00:00:00Z,2024-09-07T00:00:00Z,2025-02-04T00:00:00Z,,"# Repo 405
A demo project.",{'Java': 40454},False,D,"Electricity, gas, steam supply",low,Synthetic classification.,dev_peru_062
406,repo_406,dev_peru_062/repo_406,{'login': 'dev_peru_062'},A Java project for industry K.,Java,"['java', 'peru']",11,2,11,3,2020-05-26T00:00:00Z,2030-07-28T00:00:00Z,2028-05-15T00:00:00Z,,"# Repo 406
A demo project.",{'Java': 39718},False,F,Construction,low,Synthetic classification.,dev_peru_062
407,repo_407,dev_peru_062/repo_407,{'login': 'dev_peru_062'},A Swift project for industry H.,Swift,"['swift', 'peru']",13,2,13,1,2016-06-07T00:00:00Z,2029-06-07T00:00:00Z,2029-08-23T00:00:00Z,,"# Repo 407
A demo project.",{'Swift': 42257},False,Q,Human health and social work,high,Synthetic classification.,dev_peru_062
408,repo_408,dev_peru_062/repo_408,{'login': 'dev_peru_062'},A Go project for industry F.,Go,"['go', 'peru']",28,2,28,8,2025-05-06T00:00:00Z,2025-01-07T00:00:00Z,2028-10-17T00:00:00Z,{'name': 'MIT'},"# Repo 408
A demo project.",{'Go': 40279},False,S,Other service activities,low,Synthetic classification.,dev_peru_062
409,repo_409,dev_peru_062/repo_409,{'login': 'dev_peru_062'},A Python project for industry J.,Python,"['python', 'peru']",67,23,67,2,2017-06-06T00:00:00Z,2028-01-14T00:00:00Z,2029-10-20T00:00:00Z,{'name': 'MIT'},"# Repo 409
A demo project.",{'Python': 32566},False,F,Construction,high,Synthetic classification.,dev_peru_062
410,repo_410,dev_peru_062/repo_410,{'login': 'dev_peru_062'},A Swift project for industry E.,Swift,"['swift', 'peru']",4,0,4,18,2024-03-14T00:00:00Z,2031-08-10T00:00:00Z,2025-01-14T00:00:00Z,{'name': 'MIT'},"# Repo 410
A demo project.",{'Swift': 34476},False,I,Accommodation and food services,high,Synthetic classification.,dev_peru_062
411,repo_411,dev_peru_063/repo_411,{'login': 'dev_peru_063'},A Ruby project for industry O.,Ruby,"['ruby', 'peru']",9,1,9,19,2021-08-16T00:00:00Z,2023-10-09T00:00:00Z,2025-07-30T00:00:00Z,,"# Repo 411
A demo project.",{'Ruby': 9664},False,D,"Electricity, gas, steam supply",high,Synthetic classification.,dev_peru_063
412,repo_412,dev_peru_063/repo_412,{'login': 'dev_peru_063'},A Java project for industry Q.,Java,"['java', 'peru']",18,4,18,13,2024-04-08T00:00:00Z,2024-09-04T00:00:00Z,2029-10-16T00:00:00Z,,"# Repo 412
A demo project.",{'Java': 32186},False,T,Activities of households,low,Synthetic classification.,dev_peru_063
413,repo_413,dev_peru_063/repo_413,{'login': 'dev_peru_063'},A Python project for industry R.,Python,"['python', 'peru']",24,8,24,16,2023-06-09T00:00:00Z,2024-04-26T00:00:00Z,2024-01-17T00:00:00Z,,"# Repo 413
A demo project.",{'Python': 9541},False,T,Activities of households,low,Synthetic classification.,dev_peru_063
414,repo_414,dev_peru_063/repo_414,{'login': 'dev_peru_063'},A Swift project for industry U.,Swift,"['swift', 'peru']",1,0,1,13,2020-11-08T00:00:00Z,2027-09-20T00:00:00Z,2027-02-26T00:00:00Z,{'name': 'MIT'},"# Repo 414
A demo project.",{'Swift': 46720},False,Q,Human health and social work,medium,Synthetic classification.,dev_peru_063
415,repo_415,dev_peru_063/repo_415,{'login': 'dev_peru_063'},A Java project for industry P.,Java,"['java', 'peru']",21,7,21,12,2018-12-06T00:00:00Z,2029-08-09T00:00:00Z,2032-01-09T00:00:00Z,{'name': 'MIT'},"# Repo 415
A demo project.",{'Java': 46659},False,S,Other service activities,high,Synthetic classification.,dev_peru_063
416,repo_416,dev_peru_063/repo_416,{'login': 'dev_peru_063'},A R project for industry P.,R,"['r', 'peru']",38,3,38,7,2025-03-16T00:00:00Z,2032-08-19T00:00:00Z,2023-12-10T00:00:00Z,,"# Repo 416
A demo project.",{'R': 36633},False,N,Administrative and support activities,medium,Synthetic classification.,dev_peru_063
417,repo_417,dev_peru_063/repo_417,{'login': 'dev_peru_063'},A Java project for industry A.,Java,"['java', 'peru']",8,0,8,18,2020-11-10T00:00:00Z,2024-04-27T00:00:00Z,2028-10-29T00:00:00Z,,"# Repo 417
A demo project.",{'Java': 43896},False,G,Wholesale and retail trade,low,Synthetic classification.,dev_peru_063
418,repo_418,dev_peru_063/repo_418,{'login': 'dev_peru_063'},A Rust project for industry L.,Rust,"['rust', 'peru']",51,8,51,3,2016-09-25T00:00:00Z,2027-10-12T00:00:00Z,2030-04-22T00:00:00Z,{'name': 'MIT'},"# Repo 418
A demo project.",{'Rust': 18124},False,R,"Arts, entertainment and recreation",medium,Synthetic classification.,dev_peru_063
419,repo_419,dev_peru_063/repo_419,{'login': 'dev_peru_063'},A Go project for industry I.,Go,"['go', 'peru']",3,0,3,12,2023-06-20T00:00:00Z,2025-04-14T00:00:00Z,2027-08-20T00:00:00Z,{'name': 'MIT'},"# Repo 419
A demo project.",{'Go': 37540},False,P,Education,high,Synthetic classification.,dev_peru_063
420,repo_420,dev_peru_063/repo_420,{'login': 'dev_peru_063'},A PHP project for industry P.,PHP,"['php', 'peru']",2,0,2,8,2018-06-10T00:00:00Z,2029-06-24T00:00:00Z,2026-11-11T00:00:00Z,{'name': 'MIT'},"# Repo 420
A demo project.",{'PHP': 27091},False,E,Water supply; sewerage,low,Synthetic classification.,dev_peru_063
421,repo_421,dev_peru_063/repo_421,{'login': 'dev_peru_063'},A JavaScript project for industry O.,JavaScript,"['javascript', 'peru']",0,0,0,5,2016-02-15T00:00:00Z,2025-05-28T00:00:00Z,2028-09-13T00:00:00Z,,"# Repo 421
A demo project.",{'JavaScript': 23179},False,R,"Arts, entertainment and recreation",low,Synthetic classification.,dev_peru_063
422,repo_422,dev_peru_063/repo_422,{'login': 'dev_peru_063'},A C# project for industry B.,C#,"['c#', 'peru']",2,0,2,5,2019-05-13T00:00:00Z,2033-10-25T00:00:00Z,2030-02-17T00:00:00Z,,"# Repo 422
A demo project.",{'C#': 6969},False,E,Water supply; sewerage,medium,Synthetic classification.,dev_peru_063
423,repo_423,dev_peru_064/repo_423,{'login': 'dev_peru_064'},A R project for industry I.,R,"['r', 'peru']",4,0,4,7,2019-02-27T00:00:00Z,2023-11-24T00:00:00Z,2029-10-30T00:00:00Z,,"# Repo 423
A demo project.",{'R': 26187},False,M,"Professional, scientific activities",low,Synthetic classification.,dev_peru_064
424,repo_424,dev_peru_064/repo_424,{'login': 'dev_peru_064'},A Ruby project for industry T.,Ruby,"['ruby', 'peru']",32,7,32,1,2025-08-09T00:00:00Z,2031-09-04T00:00:00Z,2032-03-13T00:00:00Z,,"# Repo 424
A demo project.",{'Ruby': 33398},False,O,Public administration and defense,high,Synthetic classification.,dev_peru_064
425,repo_425,dev_peru_064/repo_425,{'login': 'dev_peru_064'},A Java project for industry Q.,Java,"['java', 'peru']",23,7,23,9,2017-03-08T00:00:00Z,2023-05-18T00:00:00Z,2031-10-17T00:00:00Z,{'name': 'MIT'},"# Repo 425
A demo project.",{'Java': 34804},False,H,Transportation and storage,low,Synthetic classification.,dev_peru_064
426,repo_426,dev_peru_064/repo_426,{'login': 'dev_peru_064'},A TypeScript project for industry L.,TypeScript,"['typescript', 'peru']",32,9,32,7,2022-05-06T00:00:00Z,2023-01-02T00:00:00Z,2033-12-10T00:00:00Z,,"# Repo 426
A demo project.",{'TypeScript': 19083},False,M,"Professional, scientific activities",medium,Synthetic classification.,dev_peru_064
427,repo_427,dev_peru_064/repo_427,{'login': 'dev_peru_064'},A Ruby project for industry S.,Ruby,"['ruby', 'peru']",3,0,3,6,2020-10-21T00:00:00Z,2023-03-04T00:00:00Z,2031-04-07T00:00:00Z,{'name': 'MIT'},"# Repo 427
A demo project.",{'Ruby': 6909},False,R,"Arts, entertainment and recreation",medium,Synthetic classification.,dev_peru_064
428,repo_428,dev_peru_064/repo_428,{'login': 'dev_peru_064'},A C# project for industry S.,C#,"['c#', 'peru']",2,0,2,11,2018-11-24T00:00:00Z,2033-10-20T00:00:00Z,2032-02-23T00:00:00Z,,"# Repo 428
A demo project.",{'C#': 40738},False,G,Wholesale and retail trade,medium,Synthetic classification.,dev_peru_064
429,repo_429,dev_peru_064/repo_429,{'login': 'dev_peru_064'},A R project for industry I.,R,"['r', 'peru']",43,10,43,5,2019-07-26T00:00:00Z,2028-09-04T00:00:00Z,2024-03-12T00:00:00Z,{'name': 'MIT'},"# Repo 429
A demo project.",{'R': 33975},False,J,Information and communication,medium,Synthetic classification.,dev_peru_064
430,repo_430,dev_peru_064/repo_430,{'login': 'dev_peru_064'},A JavaScript project for industry I.,JavaScript,"['javascript', 'peru']",24,7,24,17,2024-02-13T00:00:00Z,2031-11-24T00:00:00Z,2029-06-12T00:00:00Z,,"# Repo 430
A demo project.",{'JavaScript': 30017},False,M,"Professional, scientific activities",low,Synthetic classification.,dev_peru_064
431,repo_431,dev_peru_064/repo_431,{'login': 'dev_peru_064'},A Kotlin project for industry K.,Kotlin,"['kotlin', 'peru']",4,1,4,14,2022-08-23T00:00:00Z,2028-03-02T00:00:00Z,2033-01-20T00:00:00Z,{'name': 'MIT'},"# Repo 431
A demo project.",{'Kotlin': 2792},False,P,Education,high,Synthetic classification.,dev_peru_064
432,repo_432,dev_peru_064/repo_432,{'login': 'dev_peru_064'},A C++ project for industry U.,C++,"['c++', 'peru']",6,0,6,7,2022-08-04T00:00:00Z,2030-11-12T00:00:00Z,2025-07-30T00:00:00Z,{'name': 'MIT'},"# Repo 432
A demo project.",{'C++': 28028},False,L,Real estate activities,low,Synthetic classification.,dev_peru_064
433,repo_433,dev_peru_065/repo_433,{'login': 'dev_peru_065'},A Python project for industry I.,Python,"['python', 'peru']",13,3,13,7,2018-03-22T00:00:00Z,2024-01-16T00:00:00Z,2027-06-23T00:00:00Z,{'name': 'MIT'},"# Repo 433
A demo project.",{'Python': 23412},False,C,Manufacturing,low,Synthetic classification.,dev_peru_065
434,repo_434,dev_peru_065/repo_434,{'login': 'dev_peru_065'},A TypeScript project for industry L.,TypeScript,"['typescript', 'peru']",5,1,5,6,2025-01-11T00:00:00Z,2029-06-07T00:00:00Z,2026-01-07T00:00:00Z,,"# Repo 434
A demo project.",{'TypeScript': 49900},False,G,Wholesale and retail trade,medium,Synthetic classification.,dev_peru_065
435,repo_435,dev_peru_065/repo_435,{'login': 'dev_peru_065'},A C# project for industry H.,C#,"['c#', 'peru']",2,0,2,8,2017-04-26T00:00:00Z,2025-07-27T00:00:00Z,2025-04-10T00:00:00Z,{'name': 'MIT'},"# Repo 435
A demo project.",{'C#': 41540},False,L,Real estate activities,high,Synthetic classification.,dev_peru_065
436,repo_436,dev_peru_065/repo_436,{'login': 'dev_peru_065'},A Rust project for industry C.,Rust,"['rust', 'peru']",12,1,12,15,2021-11-19T00:00:00Z,2023-01-28T00:00:00Z,2031-07-28T00:00:00Z,{'name': 'MIT'},"# Repo 436
A demo project.",{'Rust': 3769},False,P,Education,medium,Synthetic classification.,dev_peru_065
437,repo_437,dev_peru_065/repo_437,{'login': 'dev_peru_065'},A Go project for industry S.,Go,"['go', 'peru']",29,4,29,8,2020-07-03T00:00:00Z,2025-01-19T00:00:00Z,2031-07-28T00:00:00Z,{'name': 'MIT'},"# Repo 437
A demo project.",{'Go': 19367},False,M,"Professional, scientific activities",high,Synthetic classification.,dev_peru_065
438,repo_438,dev_peru_065/repo_438,{'login': 'dev_peru_065'},A Rust project for industry B.,Rust,"['rust', 'peru']",2,0,2,16,2023-12-18T00:00:00Z,2027-09-30T00:00:00Z,2028-05-13T00:00:00Z,{'name': 'MIT'},"# Repo 438
A demo project.",{'Rust': 3134},False,Q,Human health and social work,medium,Synthetic classification.,dev_peru_065
439,repo_439,dev_peru_065/repo_439,{'login': 'dev_peru_065'},A R project for industry F.,R,"['r', 'peru']",1,0,1,14,2025-12-13T00:00:00Z,2024-05-08T00:00:00Z,2030-10-31T00:00:00Z,{'name': 'MIT'},"# Repo 439
A demo project.",{'R': 21686},False,A,"Agriculture, forestry and fishing",high,Synthetic classification.,dev_peru_065
440,repo_440,dev_peru_065/repo_440,{'login': 'dev_peru_065'},A Ruby project for industry S.,Ruby,"['ruby', 'peru']",7,0,7,3,2018-08-25T00:00:00Z,2027-01-21T00:00:00Z,2029-11-14T00:00:00Z,{'name': 'MIT'},"# Repo 440
A demo project.",{'Ruby': 13265},False,R,"Arts, entertainment and recreation",medium,Synthetic classification.,dev_peru_065
441,repo_441,dev_peru_065/repo_441,{'login': 'dev_peru_065'},A Java project for industry T.,Java,"['java', 'peru']",22,3,22,10,2019-02-07T00:00:00Z,2025-01-23T00:00:00Z,2028-08-04T00:00:00Z,,"# Repo 441
A demo project.",{'Java': 28465},False,L,Real estate activities,medium,Synthetic classification.,dev_peru_065
442,repo_442,dev_peru_066/repo_442,{'login': 'dev_peru_066'},A C++ project for industry S.,C++,"['c++', 'peru']",3,0,3,4,2021-06-16T00:00:00Z,2030-09-10T00:00:00Z,2025-07-25T00:00:00Z,{'name': 'MIT'},"# Repo 442
A demo project.",{'C++': 48239},False,I,Accommodation and food services,high,Synthetic classification.,dev_peru_066
443,repo_443,dev_peru_066/repo_443,{'login': 'dev_peru_066'},A Dart project for industry M.,Dart,"['dart', 'peru']",13,2,13,6,2016-08-20T00:00:00Z,2031-12-21T00:00:00Z,2033-10-03T00:00:00Z,{'name': 'MIT'},"# Repo 443
A demo project.",{'Dart': 31997},False,A,"Agriculture, forestry and fishing",high,Synthetic classification.,dev_peru_066
444,repo_444,dev_peru_066/repo_444,{'login': 'dev_peru_066'},A R project for industry U.,R,"['r', 'peru']",6,1,6,16,2020-12-27T00:00:00Z,2031-01-30T00:00:00Z,2026-07-17T00:00:00Z,{'name': 'MIT'},"# Repo 444
A demo project.",{'R': 20663},False,I,Accommodation and food services,low,Synthetic classification.,dev_peru_066
445,repo_445,dev_peru_066/repo_445,{'login': 'dev_peru_066'},A Swift project for industry M.,Swift,"['swift', 'peru']",39,9,39,3,2022-09-29T00:00:00Z,2024-10-31T00:00:00Z,2023-09-03T00:00:00Z,,"# Repo 445
A demo project.",{'Swift': 17665},False,P,Education,low,Synthetic classification.,dev_peru_066
446,repo_446,dev_peru_066/repo_446,{'login': 'dev_peru_066'},A JavaScript project for industry K.,JavaScript,"['javascript', 'peru']",14,2,14,8,2019-01-18T00:00:00Z,2027-01-15T00:00:00Z,2029-04-14T00:00:00Z,{'name': 'MIT'},"# Repo 446
A demo project.",{'JavaScript': 17889},False,L,Real estate activities,high,Synthetic classification.,dev_peru_066
447,repo_447,dev_peru_066/repo_447,{'login': 'dev_peru_066'},A R project for industry T.,R,"['r', 'peru']",39,3,39,6,2021-06-20T00:00:00Z,2029-06-16T00:00:00Z,2030-04-15T00:00:00Z,{'name': 'MIT'},"# Repo 447
A demo project.",{'R': 12438},False,J,Information and communication,medium,Synthetic classification.,dev_peru_066
448,repo_448,dev_peru_066/repo_448,{'login': 'dev_peru_066'},A PHP project for industry P.,PHP,"['php', 'peru']",9,2,9,14,2024-12-22T00:00:00Z,2023-11-18T00:00:00Z,2027-04-10T00:00:00Z,{'name': 'MIT'},"# Repo 448
A demo project.",{'PHP': 31392},False,U,Extraterritorial organizations,high,Synthetic classification.,dev_peru_066
449,repo_449,dev_peru_067/repo_449,{'login': 'dev_peru_067'},A Ruby project for industry K.,Ruby,"['ruby', 'peru']",63,20,63,13,2022-01-29T00:00:00Z,2029-11-13T00:00:00Z,2029-05-30T00:00:00Z,,"# Repo 449
A demo project.",{'Ruby': 5675},False,C,Manufacturing,high,Synthetic classification.,dev_peru_067
450,repo_450,dev_peru_067/repo_450,{'login': 'dev_peru_067'},A PHP project for industry K.,PHP,"['php', 'peru']",24,3,24,20,2018-04-08T00:00:00Z,2030-12-19T00:00:00Z,2025-12-31T00:00:00Z,{'name': 'MIT'},"# Repo 450
A demo project.",{'PHP': 26916},False,I,Accommodation and food services,medium,Synthetic classification.,dev_peru_067
451,repo_451,dev_peru_067/repo_451,{'login': 'dev_peru_067'},A Rust project for industry L.,Rust,"['rust', 'peru']",24,8,24,18,2020-11-03T00:00:00Z,2033-10-29T00:00:00Z,2028-01-19T00:00:00Z,,"# Repo 451
A demo project.",{'Rust': 13051},False,A,"Agriculture, forestry and fishing",high,Synthetic classification.,dev_peru_067
452,repo_452,dev_peru_068/repo_452,{'login': 'dev_peru_068'},A Java project for industry C.,Java,"['java', 'peru']",16,4,16,6,2016-11-14T00:00:00Z,2027-06-15T00:00:00Z,2024-02-26T00:00:00Z,,"# Repo 452
A demo project.",{'Java': 32010},False,R,"Arts, entertainment and recreation",high,Synthetic classification.,dev_peru_068
453,repo_453,dev_peru_068/repo_453,{'login': 'dev_peru_068'},A Python project for industry Q.,Python,"['python', 'peru']",4,1,4,2,2016-03-01T00:00:00Z,2025-12-11T00:00:00Z,2029-12-06T00:00:00Z,,"# Repo 453
A demo project.",{'Python': 43915},False,M,"Professional, scientific activities",medium,Synthetic classification.,dev_peru_068
454,repo_454,dev_peru_068/repo_454,{'login': 'dev_peru_068'},A Java project for industry J.,Java,"['java', 'peru']",84,11,84,14,2022-01-10T00:00:00Z,2024-06-01T00:00:00Z,2024-06-21T00:00:00Z,{'name': 'MIT'},"# Repo 454
A demo project.",{'Java': 12180},False,A,"Agriculture, forestry and fishing",high,Synthetic classification.,dev_peru_068
455,repo_455,dev_peru_068/repo_455,{'login': 'dev_peru_068'},A Ruby project for industry K.,Ruby,"['ruby', 'peru']",18,3,18,15,2020-03-28T00:00:00Z,2033-12-07T00:00:00Z,2032-10-07T00:00:00Z,{'name': 'MIT'},"# Repo 455
A demo project.",{'Ruby': 18852},False,R,"Arts, entertainment and recreation",medium,Synthetic classification.,dev_peru_068
456,repo_456,dev_peru_068/repo_456,{'login': 'dev_peru_068'},A TypeScript project for industry R.,TypeScript,"['typescript', 'peru']",12,4,12,5,2021-08-17T00:00:00Z,2029-09-13T00:00:00Z,2028-02-14T00:00:00Z,{'name': 'MIT'},"# Repo 456
A demo project.",{'TypeScript': 42671},False,S,Other service activities,medium,Synthetic classification.,dev_peru_068
457,repo_457,dev_peru_068/repo_457,{'login': 'dev_peru_068'},A Dart project for industry R.,Dart,"['dart', 'peru']",9,2,9,9,2025-03-11T00:00:00Z,2026-11-23T00:00:00Z,2028-05-26T00:00:00Z,{'name': 'MIT'},"# Repo 457
A demo project.",{'Dart': 6869},False,O,Public administration and defense,medium,Synthetic classification.,dev_peru_068
458,repo_458,dev_peru_068/repo_458,{'login': 'dev_peru_068'},A PHP project for industry E.,PHP,"['php', 'peru']",5,0,5,9,2015-02-13T00:00:00Z,2023-01-01T00:00:00Z,2028-11-13T00:00:00Z,{'name': 'MIT'},"# Repo 458
A demo project.",{'PHP': 9932},False,L,Real estate activities,medium,Synthetic classification.,dev_peru_068
459,repo_459,dev_peru_068/repo_459,{'login': 'dev_peru_068'},A Kotlin project for industry P.,Kotlin,"['kotlin', 'peru']",14,3,14,15,2018-05-12T00:00:00Z,2023-02-07T00:00:00Z,2031-08-04T00:00:00Z,,"# Repo 459
A demo project.",{'Kotlin': 20196},False,T,Activities of households,high,Synthetic classification.,dev_peru_068
460,repo_460,dev_peru_068/repo_460,{'login': 'dev_peru_068'},A Rust project for industry L.,Rust,"['rust', 'peru']",112,5,112,6,2019-08-14T00:00:00Z,2032-11-22T00:00:00Z,2029-04-15T00:00:00Z,,"# Repo 460
A demo project.",{'Rust': 17377},False,F,Construction,low,Synthetic classification.,dev_peru_068
461,repo_461,dev_peru_068/repo_461,{'login': 'dev_peru_068'},A C# project for industry M.,C#,"['c#', 'peru']",10,2,10,7,2017-12-13T00:00:00Z,2023-11-21T00:00:00Z,2027-09-26T00:00:00Z,{'name': 'MIT'},"# Repo 461
A demo project.",{'C#': 34856},False,T,Activities of households,low,Synthetic classification.,dev_peru_068
462,repo_462,dev_peru_068/repo_462,{'login': 'dev_peru_068'},A Ruby project for industry U.,Ruby,"['ruby', 'peru']",5,0,5,17,2024-01-26T00:00:00Z,2026-01-06T00:00:00Z,2027-08-19T00:00:00Z,,"# Repo 462
A demo project.",{'Ruby': 5486},False,F,Construction,high,Synthetic classification.,dev_peru_068
